-13.5215 121.858
10.4347 119.769
34.3885 117.682
58.3372 115.594
82.2932 113.503
-87.473 104.154
-39.5677 99.9813
-15.6228 97.9083
8.34323 95.8158
32.3015 93.7213
80.2072 89.5537
104.165 87.4567
-113.508 82.2936
-89.5541 80.2022
-65.6 78.1182
-41.6409 76.0339
-17.6918 73.9504
6.26228 71.8665
30.2209 69.7768
54.1701 67.6936
78.1267 65.6095
102.082 63.5102
-115.6 58.3275
-91.6353 56.2503
-67.6814 54.1639
-43.7315 52.0905
-19.7759 49.9937
4.18088 47.9122
28.1327 45.831
52.0862 43.7395
76.0379 41.6583
99.9824 39.5803
123.947 37.4727
-117.673 34.3852
-93.7163 32.3011
-69.7704 30.2103
-45.8186 28.129
-21.8594 26.0447
2.094 23.9532
26.0456 21.8695
49.9937 19.7759
73.9582 17.6937
97.9176 15.6118
121.864 13.5261
-119.756 10.4336
-95.8098 8.35288
-71.8488 6.26074
-47.8947 4.17682
-23.9488 2.086
0 0
23.9594 -2.08184
47.9162 -4.16345
71.8701 -6.24989
95.8215 -8.33611
119.781 -10.4179
-121.844 -13.5278
-97.8869 -15.6094
-73.946 -17.6999
-49.9915 -19.7787
-26.033 -21.8706
-2.08644 -23.9539
21.8775 -26.0412
45.8291 -28.1249
69.7835 -30.2063
93.7334 -32.2796
117.692 -34.3741
-123.929 -37.4742
-99.9754 -39.5581
-76.0233 -41.6368
-52.0513 -43.7196
-28.1112 -45.8176
-4.16235 -47.9036
19.7918 -49.9875
43.7484 -52.0716
67.7048 -54.1584
91.6541 -56.2393
115.602 -58.3329
-102.064 -63.5041
-78.1105 -65.5982
-54.154 -67.6848
-30.2023 -69.766
-6.24561 -71.8502
17.7081 -73.9391
41.6616 -76.0301
65.6214 -78.1074
89.5731 -80.1885
113.527 -82.2775
-104.139 -87.4717
-80.1944 -89.5523
-56.2384 -91.644
-32.2818 -93.7281
-8.33062 -95.8169
15.6207 -97.903
39.5807 -99.9774
63.5372 -102.064
87.4785 -104.149
-82.2806 -113.504
-58.3324 -115.597
-34.3682 -117.682
-10.4218 -119.767
13.5301 -121.846
37.4857 -123.943
