-13.4619 121.865 936.683 1973.613
10.4932 119.764 1120.463 1958.305
34.446 117.665 1304.267 1943.079
58.3937 115.565 1488.243 1927.974
82.3487 113.463 1672.299 1912.943
-87.4221 104.197 369.677 1836.012
-39.5188 100.001 737.698 1804.888
-15.575 97.9159 921.425 1789.580
8.39006 95.8117 1105.182 1774.271
32.3473 93.7055 1288.890 1758.959
80.251 89.5145 1656.474 1728.554
104.208 87.4058 1840.763 1713.594
-113.468 82.3491 170.229 1667.512
-89.5149 80.2459 354.612 1651.757
-65.5618 78.1503 538.613 1636.362
-41.6038 76.0542 722.415 1621.017
-17.6556 73.959 906.194 1605.741
6.2974 71.8634 1089.936 1590.391
30.255 69.762 1273.676 1575.132
54.2032 67.6671 1457.427 1559.870
78.1587 65.5713 1641.174 1544.723
102.113 63.4604 1825.110 1529.468
-115.571 58.384 155.336 1483.435
-91.6078 56.2951 339.500 1467.932
-67.655 54.197 523.503 1452.660
-43.7061 52.1118 707.194 1437.296
-19.7515 50.0034 890.884 1422.028
4.2043 47.9101 1074.682 1406.688
28.1551 45.8172 1258.389 1391.420
52.1075 43.714 1442.096 1376.050
76.0583 41.6211 1625.891 1360.761
100.002 39.5314 1809.719 1345.542
123.965 37.4121 1993.886 1330.404
-117.656 34.4427 140.171 1299.505
-93.7005 32.3469 324.283 1284.116
-69.7556 30.2444 508.143 1268.831
-45.8048 28.1514 691.915 1253.557
-21.8467 26.0554 875.599 1238.275
2.10571 23.9522 1059.395 1223.031
26.0563 21.8568 1243.110 1207.702
50.0034 19.7515 1426.831 1192.361
73.9668 17.6576 1610.600 1177.127
97.9252 15.564 1794.294 1161.790
121.87 13.4666 1978.383 1146.556
-119.751 10.4921 124.941 1115.716
-95.8057 8.3997 309.094 1100.413
-71.8458 6.29585 492.861 1085.089
-47.8927 4.20023 676.579 1069.849
-23.9478 2.0977 860.346 1054.569
0 0 1044.130 1039.232
23.9584 -2.09354 1227.846 1023.966
47.9142 -4.18686 1411.536 1008.603
71.867 -6.28501 1595.234 993.301
95.8174 -8.38293 1779.031 978.001
119.776 -10.4765 1963.039 962.683
-121.85 -13.4683 109.594 931.984
-97.8945 -15.5616 293.642 916.722
-73.9547 -17.6637 477.529 901.435
-50.0011 -19.7543 661.330 886.129
-26.0436 -21.8579 845.046 870.810
-2.09814 -23.9529 1028.799 855.480
21.8648 -26.0519 1212.549 840.144
45.8154 -28.1473 1396.245 824.902
69.7687 -30.2404 1579.985 809.618
93.7176 -32.3255 1763.682 794.263
117.675 -34.4316 1947.769 778.887
-123.947 -37.4137 94.185 748.168
-99.9947 -39.5092 278.393 732.876
-76.0437 -41.5996 462.251 717.657
-52.0727 -43.6942 646.058 702.400
-28.1335 -45.8039 829.752 687.041
-4.18576 -47.9015 1013.466 671.749
19.7673 -49.9972 1197.203 656.486
43.7229 -52.093 1380.936 641.095
67.6783 -54.1914 1564.654 625.852
91.6266 -56.284 1748.443 610.512
115.574 -58.3893 1932.615 595.046
-102.095 -63.4542 262.928 549.063
-78.1426 -65.56 446.887 533.942
-54.1871 -67.6583 630.701 518.659
-30.2364 -69.7512 814.429 503.316
-6.28072 -71.8471 998.156 488.005
17.6719 -73.9478 1181.914 472.734
41.6244 -76.0505 1365.588 457.438
65.5832 -78.1395 1549.364 442.146
89.5339 -80.2323 1733.307 426.624
113.487 -82.333 1917.595 410.964
-104.181 -87.4208 247.208 365.134
-80.2382 -89.5131 431.364 350.016
-56.2832 -91.6165 615.266 334.800
-32.3276 -93.7123 799.119 319.614
-8.37745 -95.8128 982.871 304.288
15.5729 -97.9107 1166.634 288.925
39.5319 -99.9967 1350.315 273.655
63.4873 -102.095 1534.161 258.131
87.4276 -104.192 1718.272 242.536
-82.3361 -113.464 415.728 165.789
-58.3889 -115.569 599.826 150.702
-34.4257 -117.665 783.690 135.488
-10.4804 -119.762 967.490 120.204
13.4706 -121.853 1151.272 104.873
37.4251 -123.961 1335.117 89.430
