936.683 1973.613 -13.4619 121.865
1120.463 1958.305 10.4932 119.764
1304.267 1943.079 34.446 117.665
1488.243 1927.974 58.3937 115.565
1672.299 1912.943 82.3487 113.463
369.677 1836.012 -87.4221 104.197
737.698 1804.888 -39.5188 100.001
921.425 1789.580 -15.575 97.9159
1105.182 1774.271 8.39006 95.8117
1288.890 1758.959 32.3473 93.7055
1656.474 1728.554 80.251 89.5145
1840.763 1713.594 104.208 87.4058
170.229 1667.512 -113.468 82.3491
354.612 1651.757 -89.5149 80.2459
538.613 1636.362 -65.5618 78.1503
722.415 1621.017 -41.6038 76.0542
906.194 1605.741 -17.6556 73.959
1089.936 1590.391 6.2974 71.8634
1273.676 1575.132 30.255 69.762
1457.427 1559.870 54.2032 67.6671
1641.174 1544.723 78.1587 65.5713
1825.110 1529.468 102.113 63.4604
155.336 1483.435 -115.571 58.384
339.500 1467.932 -91.6078 56.2951
523.503 1452.660 -67.655 54.197
707.194 1437.296 -43.7061 52.1118
890.884 1422.028 -19.7515 50.0034
1074.682 1406.688 4.2043 47.9101
1258.389 1391.420 28.1551 45.8172
1442.096 1376.050 52.1075 43.714
1625.891 1360.761 76.0583 41.6211
1809.719 1345.542 100.002 39.5314
1993.886 1330.404 123.965 37.4121
140.171 1299.505 -117.656 34.4427
324.283 1284.116 -93.7005 32.3469
508.143 1268.831 -69.7556 30.2444
691.915 1253.557 -45.8048 28.1514
875.599 1238.275 -21.8467 26.0554
1059.395 1223.031 2.10571 23.9522
1243.110 1207.702 26.0563 21.8568
1426.831 1192.361 50.0034 19.7515
1610.600 1177.127 73.9668 17.6576
1794.294 1161.790 97.9252 15.564
1978.383 1146.556 121.87 13.4666
124.941 1115.716 -119.751 10.4921
309.094 1100.413 -95.8057 8.3997
492.861 1085.089 -71.8458 6.29585
676.579 1069.849 -47.8927 4.20023
860.346 1054.569 -23.9478 2.0977
1044.130 1039.232 0 0
1227.846 1023.966 23.9584 -2.09354
1411.536 1008.603 47.9142 -4.18686
1595.234 993.301 71.867 -6.28501
1779.031 978.001 95.8174 -8.38293
1963.039 962.683 119.776 -10.4765
109.594 931.984 -121.85 -13.4683
293.642 916.722 -97.8945 -15.5616
477.529 901.435 -73.9547 -17.6637
661.330 886.129 -50.0011 -19.7543
845.046 870.810 -26.0436 -21.8579
1028.799 855.480 -2.09814 -23.9529
1212.549 840.144 21.8648 -26.0519
1396.245 824.902 45.8154 -28.1473
1579.985 809.618 69.7687 -30.2404
1763.682 794.263 93.7176 -32.3255
1947.769 778.887 117.675 -34.4316
94.185 748.168 -123.947 -37.4137
278.393 732.876 -99.9947 -39.5092
462.251 717.657 -76.0437 -41.5996
646.058 702.400 -52.0727 -43.6942
829.752 687.041 -28.1335 -45.8039
1013.466 671.749 -4.18576 -47.9015
1197.203 656.486 19.7673 -49.9972
1380.936 641.095 43.7229 -52.093
1564.654 625.852 67.6783 -54.1914
1748.443 610.512 91.6266 -56.284
1932.615 595.046 115.574 -58.3893
262.928 549.063 -102.095 -63.4542
446.887 533.942 -78.1426 -65.56
630.701 518.659 -54.1871 -67.6583
814.429 503.316 -30.2364 -69.7512
998.156 488.005 -6.28072 -71.8471
1181.914 472.734 17.6719 -73.9478
1365.588 457.438 41.6244 -76.0505
1549.364 442.146 65.5832 -78.1395
1733.307 426.624 89.5339 -80.2323
1917.595 410.964 113.487 -82.333
247.208 365.134 -104.181 -87.4208
431.364 350.016 -80.2382 -89.5131
615.266 334.800 -56.2832 -91.6165
799.119 319.614 -32.3276 -93.7123
982.871 304.288 -8.37745 -95.8128
1166.634 288.925 15.5729 -97.9107
1350.315 273.655 39.5319 -99.9967
1534.161 258.131 63.4873 -102.095
1718.272 242.536 87.4276 -104.192
415.728 165.789 -82.3361 -113.464
599.826 150.702 -58.3889 -115.569
783.690 135.488 -34.4257 -117.665
967.490 120.204 -10.4804 -119.762
1151.272 104.873 13.4706 -121.853
1335.117 89.430 37.4251 -123.961
